University,University-Country,Exchange-Course-Code,Exchange-Course-Title,HKU-Faculty,HKU-Course-Code,HKU-Course-Title
McGill University,Canada,ECON337,Introductory Econometrics 1,HKUBS,ECON2280,Introductory econometrics
McGill University,Canada,ECON426,Labour Economics,HKUBS,ECON2232,Economics of human resources
McGill University,Canada,ENGL 301,Earlier 18th Century Novel,ENGL,TFSS9000,Unmapped advanced course for Social Sciences
McGill University,Canada,ENGL 324,20th Century American Prose,ENGL,TFSS9000,Unmapped advanced course for Social Sciences
McGill University,Canada,ENGL371 ,Theatre History: 19th to 21st Centuries,ENGL,TFSS9000,Unmapped advanced course for Social Sciences
McGill University,Canada,ENGL391 ,Special Topics: Cultural Studies 1,ENGL,TGCR9000,Global Citizenship for Social Sciences
McGill University,Canada,ENGL424,Irish Literature,ENGL,TFSS9000,Unmapped advanced course for Social Sciences
McGill University,Canada,FINE441,Investment Management ,HKUBS,FINA2320,Investments and portfolio analysis
McGill University,Canada,FINE448,Financial Derivatives,HKUBS,FINA2322,Derivatives
McGill University,Canada,FRSL 101 ,Beginner French I ,SMLC,FREN1001,French I.1
McGill University,Canada,GEOG200,Geographical Perspectives: World Environmental Problems,GEOG,TGEO9001,Unmapped introductory course for Geography
