University,University-Country,Exchange-Course-Code,Exchange-Course-Title,HKU-Faculty,HKU-Course-Code,HKU-Course-Title
National University of Singapore,Singapore,NM3230,Digital Storytelling,SOCI,TGCR9000,Global Citizenship for Social Sciences
National University of Singapore,Singapore,NM3233,Strategic Communication: Applications,JMSC,TJMS9000,Unmapped advanced course for Journalism and Media Studies
National University of Singapore,Singapore,PH2241,Philosophy of Mind,PSYC,PHIL2220,The mind
National University of Singapore,Singapore,PL3104,Developmental Psychology,PSYC,PSYC2009,Life-span developmental psychology
National University of Singapore,Singapore,PL3232,Biological Psychology,PSYC,PSYC2022,Biological psychology
National University of Singapore,Singapore,PL3232,Biological Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
National University of Singapore,Singapore,PL3233,Cognitive Psychology,PSYC,PSYC2007,Cognitive psychology
National University of Singapore,Singapore,PL3233,Cognitive Psychology ,PSYC,TGCR9000,Global Citizenship for Social Sciences
National University of Singapore,Singapore,PL3234,Developmental Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
National University of Singapore,Singapore,PL3235,Social Psychology,PSYC,PSYC2020,Fundamentals of social psychology
National University of Singapore,Singapore,PL3236,Abnormal Psychology,PSYC,PSYC2062,Introduction to psychopathology
National University of Singapore,Singapore,PL3236,Abnormal psychology ,SWSA,SOWK2008,Human behaviour and the social environment (II)
National University of Singapore,Singapore,PL3236,Abnormal Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
National University of Singapore,Singapore,PL3237,Language & Cognitive Processes,PSYC,LING2048,Language and cognition
National University of Singapore,Singapore,PL3239,Industrial and Organisational Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
National University of Singapore,Singapore,PL3241,Personality & Individual Differences,PSYC,TGCR9000,Global Citizenship for Social Sciences
National University of Singapore,Singapore,PL3242,Health Psychology,PSYC,PSYC2065,Health psychology
National University of Singapore,Singapore,PL3242,Health Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
National University of Singapore,Singapore,PL3248,Learning and Conditioning,PSYC,TGCR9000,Global Citizenship for Social Sciences
National University of Singapore,Singapore,PL3249 ,Memory,PSYC,TGCR9000,Global Citizenship for Social Sciences
National University of Singapore,Singapore,PL3249,Memory,PSYC,TPSY9000,Unmapped advanced course for Psychology
National University of Singapore,Singapore,PL3252,Social-Cognitive Perspectives on Emotion,PSYC,TGCR9000,Global Citizenship for Social Sciences
National University of Singapore,Singapore,PL3256,Infant Development,PSYC,TGCR9000,Global Citizenship for Social Sciences
National University of Singapore,Singapore,PL3256,Infant Development ,PSYC,TPSY9000,Unmapped advanced course for Psychology
National University of Singapore,Singapore,PL3258,Decision Neuroscience,PSYC,TGCR9000,Global Citizenship for Social Sciences
National University of Singapore,Singapore,PL3260,Moral Development,PSYC,TGCR9000,Global Citizenship for Social Sciences
National University of Singapore,Singapore,PL3260,Moral Development,PSYC,TPSY9000,Unmapped advanced course for Psychology
National University of Singapore,Singapore,PS1101E,Introduction to Politics,POLI,TPOL9001,Unmapped introductory course for Politics and Public Administration
National University of Singapore,Singapore,PS2204,Modern Western Political Thought,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
National University of Singapore,Singapore,PS2234,Introduction to Comparative Politics,POLI,POLI2105,Introduction to comparative politics
National University of Singapore,Singapore,PS2234,Introduction to Comparative Politics,POLI,TGCR9000,Global Citizenship for Social Sciences
National University of Singapore,Singapore,PS2240,Introduction to Public Administration ,POLI,POLI2108,Introduction to public administration
National University of Singapore,Singapore,PS2241,Public Administration in Asia,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
National University of Singapore,Singapore,PS2244,Public Administration in Singapore,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
National University of Singapore,Singapore,PS2244/SSA2222,Public Administration in Singapore ,POLI,TGCR9000,Global Citizenship for Social Sciences
National University of Singapore,Singapore,PS2245,Southeast Asian Politics,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
National University of Singapore,Singapore,PS2248,Chinese Politics,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
National University of Singapore,Singapore,PS2248,Chinese Politics,SINO,TSNO9000,Unmapped advanced course for China Studies
National University of Singapore,Singapore,PS2249,Government and Politics of Singapore ,POLI,TGCR9000,Global Citizenship for Social Sciences
National University of Singapore,Singapore,PS2249,Government and Politics of Singapore,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
National University of Singapore,Singapore,PS2250,International Politics of Southeast Asia,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
National University of Singapore,Singapore,PS2251,The Region in the Postcolonial World,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
National University of Singapore,Singapore,PS2255,Politics of the Middle East,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
National University of Singapore,Singapore,PS2258,Introduction to Political Theory,POLI,POLI2107,Introduction to political theory
National University of Singapore,Singapore,PS3232,Democracy: Theory and Practice,POLI,POLI3010,Democracy and its critics
National University of Singapore,Singapore,PS3237,Women and Politics,POLI,TGCR9000,Global Citizenship for Social Sciences
National University of Singapore,Singapore,PS3237,Women and Politics,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
National University of Singapore,Singapore,PS3238,International Political Economy,POLI,POLI3080,Global political economy
National University of Singapore,Singapore,PS3240,International Security,SINO,TGCR9000,Global Citizenship for Social Sciences
National University of Singapore,Singapore,PS3249,Singapore's Foreign Policy,POLI,TGCR9000,Global Citizenship for Social Sciences
National University of Singapore,Singapore,PS3257,Political Inquiry,POLI,POLI2104,Research methods in politics and public administration
National University of Singapore,Singapore,PS3260,Politics and the Visual,POLI,TGCR9000,Global Citizenship for Social Sciences
National University of Singapore,Singapore,PS3262,Managing Non-Profit Organisations,POLI,POLI3098,Nonprofit management
National University of Singapore,Singapore,PS3265,Civil-Military Relations,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
National University of Singapore,Singapore,PS3271,Public Policy Making,POLI,POLI3027,Public policy-making: theories and application
National University of Singapore,Singapore,PS3272,The International Relations of Sub-Saharan Africa,SINO,AFRI3005,Africa-China relations
National University of Singapore,Singapore,PS3272,The International Relations of Sub-Saharan Africa,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
National University of Singapore,Singapore,PS3274,Environmental Politics,POLI,TGCR9000,Global Citizenship for Social Sciences
National University of Singapore,Singapore,SC1101E,Making Sense of Society,SOCI,SOCI1001,Introduction to sociology
National University of Singapore,Singapore,SC2101,Methods of Social Research,SOCI,SOCI3042,Qualitative research methods
National University of Singapore,Singapore,SC2101 ,Methods of Social Research,SWSA,SOWK2085,Social service research I: methodology
National University of Singapore,Singapore,SC2211,Medical Sociology,SOCI,SOCI2093,Medicine and society
National University of Singapore,Singapore,SC2212,Sociology of Deviance,SOCI,TSOC9000,Unmapped advanced course for Sociology
National University of Singapore,Singapore,SC2214,Media and Culture ,SOCI,TSOC9000,Unmapped advanced course for Sociology
National University of Singapore,Singapore,SC2220,Gender Studies,SOCI,TGCR9000,Global Citizenship for Social Sciences
National University of Singapore,Singapore,SC3204,Sociology of Education,SOCI,TSOC9000,Unmapped advanced course for Sociology
National University of Singapore,Singapore,SC3206,Urban Sociology,SOCI,SOCI2087,Urban society and culture
National University of Singapore,Singapore,SC3207,Cultures of Kinship,SOCI,TSOC9000,Unmapped advanced course for Sociology
National University of Singapore,Singapore,SC3216,Self and Society ,SOCI,TGCR9000,Global Citizenship for Social Sciences
National University of Singapore,Singapore,SC3216,Self and Society,SOCI,TSOC9000,Unmapped advanced course for Sociology
National University of Singapore,Singapore,SC3219 ,Sexuality in Comparative  Perspective,SOCI,TGCR9000,Global Citizenship for Social Sciences
National University of Singapore,Singapore,SC3222,Social Transformations in Modern China,SOCI,TSOC9000,Unmapped advanced course for Sociology
National University of Singapore,Singapore,SC3225,Social Capital,SOCI,TSOC9000,Unmapped advanced course for Sociology
National University of Singapore,Singapore,SC3226,Markets and Society,SOCI,TGCR9000,Global Citizenship for Social Sciences
National University of Singapore,Singapore,SC3226,Markets and Society,SOCI,TSOC9000,Unmapped advanced course for Sociology
National University of Singapore,Singapore,SC3229,Comparing Deviance: Perverts & Scandalous Improprieties ,SOCI,TSOC9000,Unmapped advanced course for Sociology
National University of Singapore,Singapore,SE2218,Changing Economic Landscape of SE Asia,POLI,TGCR9000,Global Citizenship for Social Sciences
National University of Singapore,Singapore,SN2234,Gender and Society in South Asia,SOCI,TGCR9000,Global Citizenship for Social Sciences
National University of Singapore,Singapore,SN2280,"Marriage, Sex, Love in South Asia",SOCI,TSOC9000,Unmapped advanced course for Sociology
National University of Singapore,Singapore,ST2334,Probability and Statistics,STAT,STAT1603,Introductory statistics
National University of Singapore,Singapore,SW2106 ,Social group work practice ,SWSA,SOWK3108,Foundation of social work practice II
National University of Singapore,Singapore,SW3217,Mental Health and Illness,SWSA,SOWK3091,Mental health sciences and society
National University of Singapore,Singapore,SW3217,Mental Health and Illness,SWSA,TGCR9000,Global Citizenship for Social Sciences
National University of Singapore,Singapore,TS2243,Film Genres: Stars and Styles,SOH,TFSS9001,Unmapped introductory course for Social Sciences
National University of Singapore,Singapore,TS3234,Performance and Popular Culture,SOH,TGCR9000,Global Citizenship for Social Sciences
Stellenbosch University,South Africa,11256-314,Transitional Justice in Africa,POLI,TGCR9000,Global Citizenship for Social Sciences
Stellenbosch University,South Africa,13011-114,Digital Photography,JMSC,TJMS9000,Unmapped advanced course for Journalism and Media Studies
Stellenbosch University,South Africa,18414-223,Human Development in Context,PSYC,TGCR9000,Global Citizenship for Social Sciences
Stellenbosch University,South Africa,18414-3148414-3148414-314,Psychopathology,PSYC,PSYC2062,Introduction to psychopathology
Stellenbosch University,South Africa,54186-222,Social Antrhopology,SOCI,TSOC9000,Unmapped advanced course for Sociology
Ewha Womans University,South Korea,10074,Cultural Construction of Sexuality ,SOCI,TSOC9000,Unmapped advanced course for Sociology
Ewha Womans University,South Korea,10091,Gender at Work,SOCI,TSOC9000,Unmapped advanced course for Sociology
Ewha Womans University,South Korea,10952,Introduction to Psychology in Education,PSYC,PSYC2035,Introduction to educational psychology
Ewha Womans University,South Korea,10978,Therapeutic Use of Music,SOH,TFSS9000,Unmapped advanced course for Social Sciences
Ewha Womans University,South Korea,22181,International Political Economy,POLI,POLI3080,Global political economy
Ewha Womans University,South Korea,30205,"Crime, Deviance and Social Control ",SOCI,TGCR9000,Global Citizenship for Social Sciences
Ewha Womans University,South Korea,30205,Sociology of Crime,SOCI,SOCI2054,Triads and organized crime
Ewha Womans University,South Korea,33713,Sociology of Work and Employment,SOCI,TSOC9000,Unmapped advanced course for Sociology
Ewha Womans University,South Korea,33759,Media Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
Ewha Womans University,South Korea,35062,Politics and Gender,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
Ewha Womans University,South Korea,35104,News Reporting and Writing,JMSC,TGCR9000,Global Citizenship for Social Sciences
Ewha Womans University,South Korea,35217,Introduction to Modern China,SOCI,TGCR9000,Global Citizenship for Social Sciences
Ewha Womans University,South Korea,35718,Religions of Korea,SOCI,SOCI2061,Religion and society
Ewha Womans University,South Korea,35726,International History of East Asia ,POLI,TGCR9000,Global Citizenship for Social Sciences
Ewha Womans University,South Korea,35731,Korean Economy,HKUBS,TFSS9000,Unmapped advanced course for Social Sciences
Ewha Womans University,South Korea,36025,Understanding Psychology ,PSYC,PSYC1001,Introduction to psychology
Ewha Womans University,South Korea,36029,Communication and Society,JMSC,TGCR9000,Global Citizenship for Social Sciences
Ewha Womans University,South Korea,36079,Consumer Marketing,HKUBS,MKTG2501,Introduction to marketing
Ewha Womans University,South Korea,37234,China in the World Since 1900,SOCI,TGCR9000,Global Citizenship for Social Sciences
Ewha Womans University,South Korea,37459,Surveillance in Society,SOCI,TGCR9000,Global Citizenship for Social Sciences
Ewha Womans University,South Korea,37459,Surveillance in Society,SOCI,TSOC9000,Unmapped advanced course for Sociology
Ewha Womans University,South Korea,37560,Globalization and Korean Migration,SOCI,TSOC9000,Unmapped advanced course for Sociology
Ewha Womans University,South Korea,GT202,Fashion Psychology and Consumer Behavior,PSYC,TPSY9000,Unmapped advanced course for Psychology
Ewha Womans University,South Korea,GT207,Advanced Global Business Communication,HKUBS,BUSI1802,Adv business communication skills
Hanyang University,South Korea,BUS3002,Financial Management,HKUBS,FINA1310,Corporate finance
Hanyang University,South Korea,BUS3003,Organizational Behaviour,HKUBS,TGCR9000,Global Citizenship for Social Sciences
Hanyang University,South Korea,BUS3049,Advertising and Promotion,HKUBS,MKTG3511,Advertising Management
Hanyang University,South Korea,BUS4019,Strategic Management,HKUBS,STRA4701,Strategic management
Hanyang University,South Korea,BUS4019,Strategic Management,HKUBS,TGCR9000,Global Citizenship for Social Sciences
Hanyang University,South Korea,INT3004,International Marketing,HKUBS,MKTG3523,Global marketing
Hanyang University,South Korea,ISS1138,The Rise of the Korean Wave,POLI,TGCR9000,Global Citizenship for Social Sciences
Hanyang University,South Korea,SOC3034,Sociology of Marriage and Family,SOCI,SOCI2021,Marriage and the family
Hanyang University,South Korea,SOC4008,Modern Sociological Theory,SOCI,SOCI3024,Modern social theory
Korea University,South Korea,ARDE323	,Interface Design,JMSC,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,BUS215,Introduction to Management Information System,HKUBS,IIMT2601,Management information systems
Korea University,South Korea,BUSS154,Business Statistics,STAT,STAT1602,Business statistics
Korea University,South Korea,BUSS213,Intermediate Accounting 1,HKUBS,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,BUSS311,Organizational Behaviour,HKUBS,MGMT3405,Organizational behaviour
Korea University,South Korea,BUSS342,Consumer Behavior,HKUBS,MKTG3501,Consumer behaviour
Korea University,South Korea,BUSS386,Futures and Options Markets ,HKUBS,FINA2322,Derivatives
Korea University,South Korea,BUSS402,Management Strategy,HKUBS,STRA4701,Strategic management
Korea University,South Korea,BUSS414,Fixed Income Securities,HKUBS,FINA3323,Fixed income securities
Korea University,South Korea,BUSS416,Business Valuation,HKUBS,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,CHIN204,Chinese conversation II,CHIN,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,COSE389,Entrepreneurship & Leadership ,SMLC,GCIN2015,Entrepreneurship in creative industries
Korea University,South Korea,DISS221,International Negotiation,POLI,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,DISS241,Contemporary Korea,SMLC,KORE2033,Modern and contemporary Korea
Korea University,South Korea,DISS256,Dynamics of International Development ,POLI,POLI3128,The political economy of international development
Korea University,South Korea,DISS328,Special Topics in International Relations II,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
Korea University,South Korea,DISS342,"Korean Cinema: Nationality, Space, and Genres",SMLC,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,DISS362,Economic Geography of Developing Countries: Urbanization and Development in Asia,GEOG,TGEO9000,Unmapped advanced course for Geography
Korea University,South Korea,DISS428,Energy and International Relations,GEOG,TGEO9000,Unmapped advanced course for Geography
Korea University,South Korea,DISS477,Contemporary Issues in Development Cooperation,GEOG,TGEO9000,Unmapped advanced course for Geography
Korea University,South Korea,DISS477,Contemporary Issues in Development Cooperation,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
Korea University,South Korea,ECON301,Econometrics I,HKUBS,ECON2280,Introductory econometrics
Korea University,South Korea,ENGL382,American Films (English),ENGL,TFSS9001,Unmapped introductory course for Social Sciences
Korea University,South Korea,GEFC054,Regional Characteristics and Culture of South East Asia,SOH,TFSS9001,Unmapped introductory course for Social Sciences
Korea University,South Korea,GESO110,Psychology of Happiness,PSYC,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,GESO143 ,China's Foreign Policy and East Asian International Relations,POLI,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,HMCI300	,Humanities & Creative Industry,JMSC,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,HMCI301,Special Lecture Series on Creative Industry ,SMLC,GCIN2001,"Creative industries in practice: Labor, organization and management"
Korea University,South Korea,IFLS112,Advanced Korean I,SMLC,TFSS9000,Unmapped advanced course for Social Sciences
Korea University,South Korea,IFLS243,Intermediate Korean Reading,SMLC,KORE2021,Korean reading course
Korea University,South Korea,IFLS246,Intermediate Korean Writing,SMLC,KORE3023,Korean writing 2
Korea University,South Korea,IFLS251	,Beginning Chinese II,CHIN,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,ISC101,Calculus I,MATH,MATH1011,University mathematics I
Korea University,South Korea,ISC111,Introduction to Marketing,HKUBS,MKTG2501,Introduction to marketing
Korea University,South Korea,ISC112,Linear Algebra,MATH,MATH2101,Linear algebra I
Korea University,South Korea,ISC141,Introduction to Sociology,SOCI,SOCI1001,Introduction to sociology
Korea University,South Korea,ISC181,"Media, Art, Culture and Society",SOCI,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,ISC181,"Media, Art, Culture and Society",JMSC,TJMS9000,Unmapped advanced course for Journalism and Media Studies
Korea University,South Korea,ISC181,"Media, Art, Culture and Society",SOCI,TSOC9000,Unmapped advanced course for Sociology
Korea University,South Korea,ISC186,New Media and Communication,JMSC,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,ISC186,New Media and Communication,JMSC,TJMS9000,Unmapped advanced course for Journalism and Media Studies
Korea University,South Korea,ISC204,Principles of Financial Accounting,HKUBS,ACCT1101,Introduction to financial accounting
Korea University,South Korea,ISC207,Statistics,STAT,STAT1602,Business statistics
Korea University,South Korea,ISC207,Statistics,STAT,STAT1603,Introductory statistics
Korea University,South Korea,ISC213,Introduction to Management Information Systems,HKUBS,IIMT2601,Management information systems
Korea University,South Korea,ISC228,International Relations of East Asia ,POLI,POLI3052,International relations of East Asia
Korea University,South Korea,ISC239,Political Economy,POLI,POLI3080,Global political economy
Korea University,South Korea,ISC263,Social Psychology ,PSYC,PSYC2020,Fundamentals of social psychology
Korea University,South Korea,ISC265,Introduction to Psychology,PSYC,PSYC1001,Introduction to psychology
Korea University,South Korea,ISC266,Introduction to Philosophy ,SOH,TFSS9001,Unmapped introductory course for Social Sciences
Korea University,South Korea,ISC269,Introduction to Cognitive Psychology ,PSYC,PSYC2007,Cognitive psychology
Korea University,South Korea,ISC276,South-North Korean Relations in Historical Context,POLI,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,ISC282,Mass Media and Popular Culture in Korea,CC,CCGL9011,Media in the Age of Globalization
Korea University,South Korea,ISC283,Korean Cinema and Visual Culture,SOH,TFSS9000,Unmapped advanced course for Social Sciences
Korea University,South Korea,ISC301,Money and Banking,HKUBS,FINA2330,Financial markets and institutions
Korea University,South Korea,ISC306,International Marketing ,HKUBS,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,ISC311,Global Leadership and Management,PSYC,MGMT3404,Cross-cultural management
Korea University,South Korea,ISC319,Consumer Behavior,HKUBS,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,ISC320,Econometrics,HKUBS,ECON2280,Introductory econometrics
Korea University,South Korea,ISC328,Understanding Korean Politics,POLI,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,ISC328,Understanding Korean Politics,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
Korea University,South Korea,ISC333,Marketing Research,HKUBS,MKTG3502,Marketing research
Korea University,South Korea,ISC356,Big Data Analytics,HKUBS,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,ISC362,Organization and Human Resource Management,PSYC,MGMT3434,Human resources: theory and practice
Korea University,South Korea,ISC362,Organization and Human Resource Management,HKUBS,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,ISC366,Developmental Psychology ,PSYC,PSYC2009,Life-span developmental psychology
Korea University,South Korea,ISC366,Developmental Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,IWC 282,Mass Media and Popular Culture in Korea,SOCI,SOCI2080,Media and culture in modern societies
Korea University,South Korea,IWC129,Strategic Management,HKUBS,STRA4701,Strategic management
Korea University,South Korea,IWC129,Strategic Management,HKUBS,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,IWC202,Introduction to Microeconomics,HKUBS,ECON1210,Introductory microeconomics
Korea University,South Korea,IWC203,Introduction to Macroeconomics,HKUBS,ECON1220,Introductory macroeconomics
Korea University,South Korea,IWC236,Abnormal Psychology,PSYC,PSYC2062,Introduction to psychopathology
Korea University,South Korea,IWC236,Abnormal Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,IWC263,Social Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,IWC282,Mass Media and Popular Culture in Korea,SOCI,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,IWC282,Mass Media and Popular Culture in Korea,JMSC,TJMS9000,Unmapped advanced course for Journalism and Media Studies
Korea University,South Korea,IWC283,Korean Cinema and Visual Culture,SOCI,SOCI2085,Understanding media
Korea University,South Korea,IWC283,Korean Cinema and Visual Culture,SOCI,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,IWC285,Media and Popular Culture in Korea,SOCI,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,IWC285,Media and Popular Culture in Korea,JMSC,TJMS9000,Unmapped advanced course for Journalism and Media Studies
Korea University,South Korea,IWC285,Media and Popular Culture in Korea,SOCI,TSOC9000,Unmapped advanced course for Sociology
Korea University,South Korea,IWC303 ,Principles of Finance ,HKUBS,FINA1310,Corporate finance
Korea University,South Korea,IWC312,International Business,HKUBS,STRA3702,International business
Korea University,South Korea,IWC312,International Business,HKUBS,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,IWC365,"Language, Culture, and Society in Korea",SOCI,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,IWC392,Sustainability Strategies,CC,CCGL9040,"Energy Futures, Globalization and Sustainability"
Korea University,South Korea,IWC392,Sustainability Strategies,HKUBS,TFSS9000,Unmapped advanced course for Social Sciences
Korea University,South Korea,IWC394,Financial Statement Analysis,HKUBS,ACCT3114,Valuation using financial statements
Korea University,South Korea,IWC418,Introduction to Game Theory,HKUBS,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,IWC501,Introduction to Data Analysis with R,HKUBS,ECON2280,Introductory econometrics
Korea University,South Korea,IWC501,Introduction to Data Analysis with R,SOCI,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,IWC503,Data Analytics and Applications,STAT,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,JMCO257,Mass Media and Popular Culture in Korea,SMLC,KORE2040,Topics in Korean visual culture and cultural studies
Korea University,South Korea,JMCO273,Introduction to Film,SMLC,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,JMCO387,Aesthetics of Visual Media,JMSC,TJMS9000,Unmapped advanced course for Journalism and Media Studies
Korea University,South Korea,JMCO462,Media Communication Special Topic,JMSC,TJMS9000,Unmapped advanced course for Journalism and Media Studies
Korea University,South Korea,LIST202,Cell biology II,BIOL,BIOL3402,Cell biology and cell technology
Korea University,South Korea,LIST302,Molecular biology II,BIOL,BIOL3401,Molecular biology
Korea University,South Korea,LIST303,Genetics I,BIOL,BIOL3408,Genetics
Korea University,South Korea,PHIL145,Buddhism and Modern World,BSTC,BSTC2005,Buddhism in today's world
Korea University,South Korea,POLI223,Political Methodology,POLI,POLI2104,Research methods in politics and public administration
Korea University,South Korea,POLI317,Southeast Asian Politics,POLI,POLI3133,Contemporary Southeast Asian politics
Korea University,South Korea,POLI321,Political Economy,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
Korea University,South Korea,POLI367,Political Economy of International Trade Relations,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
Korea University,South Korea,POLI425,American Politics,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
Korea University,South Korea,PPAP240,Organization Theories,POLI,POLI3065,Public organization and management
Korea University,South Korea,PSYC221,Sensation and Perception,PSYC,PSYC2051,Perception
Korea University,South Korea,PSYC224,Psychology of Memory,PSYC,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,PSYC271,Biological Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,PSYC315,Social Behavior and Individual Differences,PSYC,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,PSYC368,Interpersonal Relationships (English),PSYC,TGCR9000,Global Citizenship for Social Sciences
Korea University,South Korea,SOCI468,Sociology of Elderly,SWSA,SOWK2133,Population aging and the controversies
Korea University,South Korea,SOCI496,Social Problems and Welfare States,SWSA,SOWK2132,International comparative social policy
Korea University,South Korea,SPAN121,Spanish Elective,SMLC,SPAN1001,Spanish I.1
Korea University,South Korea,SPGE176,Introduction to Korean History & Culture,SOH,TFSS9001,Unmapped introductory course for Social Sciences
Pusan National University,South Korea,DB16346,Principle of management ,HKUBS,MGMT2401,Principles of management
Pusan National University,South Korea,DB31008,Consumer Behavior,HKUBS,TGCR9000,Global Citizenship for Social Sciences
Pusan National University,South Korea,DB31231,Management Information System,HKUBS,IIMT2601,Management information systems
Pusan National University,South Korea,GP34942,The Politics of Cyber-Security,SOCI,SOCI2060,"Fraud, corruption and computer crime"
Pusan National University,South Korea,GS21549,International Organization,POLI,TGCR9000,Global Citizenship for Social Sciences
Pusan National University,South Korea,GS35649,Social Movements,SOCI,SOCI2041,Social problems
Pusan National University,South Korea,KE36215,Korean Popular Music in Context,SMLC,KORE2038,Global Korean pop culture
Pusan National University,South Korea,ZF12491,Art and Science,SOH,TFSS9000,Unmapped advanced course for Social Sciences
Pusan National University,South Korea,ZZ12315,INTERMEDIATE KOREAN(II),SMLC,TGCR9000,Global Citizenship for Social Sciences
Pusan National University,South Korea,[GS34940],Humanitarianism,POLI,TGCR9000,Global Citizenship for Social Sciences
Seoul National University,South Korea,N/A,"Globalization, War and Economy",POLI,TGCR9000,Global Citizenship for Social Sciences
Seoul National University,South Korea,N/A,Human Rights in East Asia: Theories and Practices,POLI,TGCR9000,Global Citizenship for Social Sciences
Seoul National University,South Korea,N/A,Introduction to Computer Science,COMP,COMP1117,Computer programming
Seoul National University,South Korea,N/A,Introduction to Management,HKUBS,MGMT2401,Principles of management
Seoul National University,South Korea,N/A,Introduction to Quantitative Methods,HKUBS,STAT1603,Introductory statistics
Seoul National University,South Korea,N/A,Political Economy of East Asia,POLI,TGCR9000,Global Citizenship for Social Sciences
Seoul National University,South Korea,032.002	,Intermediate Korean 1,SMLC,TFSS9000,Unmapped advanced course for Social Sciences
Seoul National University,South Korea,200.131,Human Rights in East Asia,POLI,TGCR9000,Global Citizenship for Social Sciences
Seoul National University,South Korea,200.21,Introduction to Microeconomics,HKUBS,ECON1210,Introductory microeconomics
Seoul National University,South Korea,207.203,Psychology of Personality,PSYC,PSYC2019,Psychology of personality
Seoul National University,South Korea,207.304,Cognitive Processes and Experiment,PSYC,PSYC2007,Cognitive psychology
Seoul National University,South Korea,207.315,Counseling Psychology,PSYC,TPSY9000,Unmapped advanced course for Psychology
Seoul National University,South Korea,207.316A,Mapping your life across 20s,PSYC,TPSY9000,Unmapped advanced course for Psychology
Seoul National University,South Korea,207.323,Clinical Psychology and Practicum,PSYC,TGCR9000,Global Citizenship for Social Sciences
Seoul National University,South Korea,2071.301,Brain Mind Behavior,PSYC,TGCR9000,Global Citizenship for Social Sciences
Seoul National University,South Korea,208.407A,The Politics of Space and Geopolitics,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
Seoul National University,South Korea,209.222,Social Problems,SWSA,TGCR9000,Global Citizenship for Social Sciences
Seoul National University,South Korea,211.311,Political Communication,JMSC,TGCR9000,Global Citizenship for Social Sciences
